question,type,run,verdict
Why are Wolfgang and LiHua going to the local music store?,Single,1,accurate
What are Jake's go-to snacks for match days?,Single,1,accurate
How much discount is Hailey willing to give to LiHua according to their conversation on 20260816?,Single,1,neither
Did Li Hua agree to go out for dinner after Wolfgang first asked him if he wanted to go out for dinner?,Multi,1,error
When does Li Hua plan to celebrate Chinese Lunar New Year?,Single,1,accurate
What does LiHua think about the themes of Westworld?,Single,1,neither
What could have changed everything for Cersei if she had embraced it according to Tamara?,Single,1,accurate
What does Li Hua report to Adam on January 6th?,Single,1,error
Did the discussion about Jaime Lannister's character occur after the discussion about Cersei Lannister's character?,Multi,1,error
What did Li Hua enjoy the most about the restaurant that he and Wolfgang visited for dinner on 20260514?,Single,1,neither
"What strategy does Helios recommend for dealing with flying machines in ""Horizon Forbidden West""?",Single,1,accurate
What type of cake does Li Hua plan to bring to the meeting with Yuriko to celebrate her studio's homepage redesign?,Null,1,accurate
What was the content of the first-ever delivery from Hailey to LiHua and what was LiHua's opinion about it?,Multi,1,neither
What does Adam Smith suggest Li Hua use to hang artwork without damaging the walls?,Single,1,neither
What does ThaneChambers think about the new games?,Single,1,accurate
"What memorable scene from ""Chernobyl"" does LiHua mention?",Single,1,accurate
Did Li Hua ask Adam Smith about placing potted plants in the basement before he asked about decorating the basement?,Multi,1,accurate
When is the installation of the air-conditioner for the basement?,Single,1,accurate
Who invites LiHua to taste a new bread recipe?,Single,1,accurate
Did Li Hua agree to have dinner with Wolfgang after he told Wolfgang about the lunch arrangement?,Multi,1,accurate
What relationship could have potentially changed Cersei's path according to Phaedra?,Single,1,accurate
Who suggests doing a group purchase of the new games?,Single,1,neither
Who initiated the discussion about the community garden renovation and its benefits to local businesses?,Single,1,neither
What does Evangeline say about Real Madrid's history in the Champions League?,Single,1,accurate
Who wished Li Hua a happy Lunar New Year?,Multi,1,accurate
Who offers to check with friends for live music performance?,Single,1,error
Did it take more than 3 weeks from LiHua planning on getting the air-conditioner to the air-conditioner been actually installed?,Multi,1,accurate
What type of traditional games did Wolfgang Schulz play with Li Hua during the Lunar New Year celebration?,Null,1,accurate
What does RexxarRemar suggest for keeping everyone energized during the picnic?,Single,1,error
What does Li Hua want to have on Hailey's bakery shop anniversary event?,Single,1,accurate
When does Li Hua plan to meet JakeWatson for soccer practice?,Single,1,error
What sports would LiHua like to see on the community sports day?,Single,1,accurate
What could Jaime and Brienne have done to rebuild trust according to Merrick?,Single,1,accurate
Did Wolfgang ask Li Hua if she wants to have pizza for dinner after work today before he wondered if she wanted to have Sichuan hot pot for dinner tonight?,Multi,1,accurate
What day did the community members decide on for the picnic?,Single,1,accurate
What dish did Li Hua order for dessert after having Sichuan hot pot with Wolfgang Schulz?,Null,1,neither
"What type of exercise does Li Hua prefer to do at the gym, and what time does Wolfgang usually go to the gym?",Null,1,error
Which match does Jasper mention that Manchester City played recently?,Single,1,accurate
What does WolfgangSchulz suggest incorporating into practice sessions according to the discussion on 20260916?,Single,1,neither
Who proposes creating a little garden area where kids can help plant flowers or vegetables?,Single,1,accurate
What are LiHua's favorite snacks for the game?,Single,1,error
When does AdamSmith say he is available to help with the curtain installation?,Single,1,accurate
What does ArthasMenethil describe the outcome of the garden project and supporting local vendors as?,Single,1,accurate
What significant event in Cersei's life does Saffron highlight as a turning point?,Single,1,accurate
What aspect does ThaneChambers enjoy about sharing clips on the PS5?,Single,1,accurate
Did Li Hua send a message to Jennifer asking if he can turn the Thursday class to Friday after he requested a change in his training schedule for Thursday?,Multi,1,error
Who initiated the discussion about Cersei's journey in Game of Thrones?,Single,1,accurate
How many times does Li Hua train per week now?,Single,1,error
How does LiHua feel about the bench press challenge proposed by JenniferMoore?,Single,1,neither
What does MalfurionStormrage suggest for sunny days?,Single,1,error
"Who does Li Hua go to watch the movie ""Overwatch 3"" with?",Multi,1,neither
Is the time interval more than 3 days between LiHua first asking Adam if he can buy a small fridge for the basement and Adam asking LiHua about the size of the fridge?,Multi,1,accurate
What day and time is the community bake sale taking place?,Single,1,accurate
What does JenniferMoore suggest to improve performance and prevent injuries?,Single,1,accurate
What time is Li Hua's lunch with Wolfgang Schulz at the cozy café downtown?,Single,1,neither
What day do Li Hua and Wolfgang Schulz plan to visit the photography exhibition?,Single,1,accurate
Why is Yuriko asking for LiHua's help on 20260807?,Single,1,neither
"What specific design features did Li Hua suggest for Yuriko's studio homepage during their meeting at ""Central Perk""?",Null,1,error
What does Bronwyn think about the idea of stealth missions?,Single,1,accurate
"What aspect of ""The Rings of Power"" does Emily appreciate in terms of visuals?",Single,1,accurate
When is ChaeSong-hwa hosting the community medical knowledge lecture?,Single,1,accurate
Did Li Hua's complaint about the customer who modifies their requirements occur before Wolfgang comforted him?,Multi,1,accurate
What does ThaneChambers think about Sekiro: Shadows Die Twice?,Single,1,accurate
Did Wolfgang arrive in Hong Kong after he informed Li Hua about his upcoming trip?,Multi,1,accurate
What song does Yuriko propose that the band can practice this weekend according to the band's discussion on 20260703?,Single,1,error
What does Jake suggest to improve flexibility and prevent muscle issues?,Single,1,error
Where was the first time Li Hua had dinner with Wolfgang this year?,Single,1,error
What does Sova plan to do to keep their cardio interesting?,Single,1,neither
What is Thane's favorite type of food that he enjoys while playing video games?,Null,1,accurate
What topics will be covered in the community medical knowledge lecture?,Single,1,accurate
Who is Li Hua meeting with to discuss homepage design updates?,Single,1,accurate
What is the name of the gym that Wolfgang recommended LiHua to go to?,Single,1,neither
"What is Bronwyn's experience with going full support in tough fights in ""Octopath Traveler""?",Single,1,accurate
"What time does Li Hua watch the movie ""Overwatch 3""?",Multi,1,neither
What is the essence of YurikoYamamoto Li Hua is helping with her homepage?,Single,1,error
What is the Wi-Fi password at Li Hua's house?,Single,1,neither
Did Li Hua send a message to Wolfgang Schulz saying that he has prepared all the delicious food for tonight's Chinese Lunar New Year before Wolfgang sent a message to Li Hua wishing him a happy Lunar New Year?,Multi,1,error
What is the name of the last song Wolfgang played using the new drum practice app?,Null,1,accurate
What is Li Hua's feedback on Chae Song-hwa's medical knowledge lecture?,Single,1,accurate
Is the time interval more than 3 days between LiHua confirming that he has received the curtain and Adam asking LiHua if the curtain is all good?,Multi,1,error
