key,luot,verdict
vec_s202|What type of dessert did Wolfgang plan to have with Li Hua after their hot pot dinner on a different day?,1,accurate
"v3|What type of air-conditioner did Li Hua select for Adam's living room, and how does its temperature regulation compare to the one in the basement?",1,accurate
v3_r2|What movie did Li Hua and Wolfgang decide to watch together on New Year's Eve 2026?,1,error
b1_s202|What is the exact reason for Li Hua's unexpected work meeting on Thursday?,1,accurate
v3|What type of special dietary restrictions does Li Hua follow when preparing meals for his family?,1,accurate
b1_s303|What dish did Li Hua order for dessert after having Sichuan hot pot with Wolfgang Schulz?,1,accurate
v3|What did Jennifer say to Li Hua about their plan for a team swimming competition in December?,1,accurate
vec|What specific sleep techniques did Li Hua use to improve her study habits after reading the neuroscience article and discussing the warm shower with Chae?,1,error
b2_s202|What type of protein shake does Li Hua prefer to drink before his workout sessions?,1,accurate
b2_s101|What type of dessert did Wolfgang plan to order for Li Hua during their dinner celebration?,1,accurate
vec_s303|What color did Li Hua paint his house before the community garden renovation began?,1,accurate
"vec_s202|What is the name of the restaurant where Li Hua and Wolfgang had dinner on the night of June 9, 2026?",1,accurate
b1_s101|What specific construction projects were discussed at the meeting between Turalyon and the residents regarding noise control?,1,error
v3|What type of dessert did Wolfgang plan to order for Li Hua during their dinner celebration?,1,accurate
b1_s101|What specific dietary changes did Li Hua implement in his training regimen as a result of Jennifer's advice on endurance and flexibility?,1,accurate
b2_s101|What type of dessert did Wolfgang plan to have with Li Hua after their hot pot dinner on a different day?,1,accurate
vec_s202|What time will Li Hua and Wolfgang meet for breakfast on the morning of the 9th?,1,accurate
b2_s202|What time did Chae first suggest they visit the music festival in the morning?,1,error
v3|What type of diet is Li Hua following to support his training regimen and sleep schedule?,1,error
b2_s202|What is Li Hua's favorite type of exercise outside of pull-ups?,1,accurate
v3_r2|What are the reasons behind Jennifer and Li Hua's decision to change their training routine for the following month?,1,error
v3_r2|What specific sleep techniques did Li Hua use to improve her study habits after reading the neuroscience article and discussing the warm shower with Chae?,1,accurate
"v3_r2|What type of exercise does Li Hua prefer to do at the gym, and what time does Wolfgang usually go to the gym?",1,accurate
v3_r3|What type of dessert did Wolfgang plan to order for Li Hua during their dinner celebration?,1,accurate
vec_s303|What type of traditional games did Wolfgang Schulz play with Li Hua during the Lunar New Year celebration?,1,accurate
v3_r2|What is the name of the last song Wolfgang played using the new drum practice app?,1,accurate
vec_s202|What type of flowers were planted in the garden based on the residents' suggestions discussed by Turalyon?,1,error
b2_s202|What dish did Li Hua order for dessert after having Sichuan hot pot with Wolfgang Schulz?,1,accurate
b2_s303|What time did Chae first suggest they visit the music festival in the morning?,1,accurate
b1_s303|What type of cake does Li Hua plan to bring to the meeting with Yuriko to celebrate her studio's homepage redesign?,1,accurate
b2_s101|What time will Li Hua and Wolfgang meet for breakfast on the morning of the 9th?,1,error
v3_r2|What type of protein shake does Li Hua prefer to drink before his workout sessions?,1,accurate
v3|What is the amount of rent Li Hua owes to Adam Smith for the months of April and May?,1,accurate
vec_s202|What color did Li Hua paint his house before the community garden renovation began?,1,accurate
b1_s101|What type of diet is Li Hua following to support his training regimen and sleep schedule?,1,error
v3_r2|What are the specific reasons why Li Hua prefers classical music over pop music in their discussions?,1,accurate
vec_s303|What movie did Li Hua and Wolfgang decide to watch together on New Year's Eve 2026?,1,error
b1_s202|What time did Chae first suggest they visit the music festival in the morning?,1,accurate
v3_r3|What time did Chae first suggest they visit the music festival in the morning?,1,accurate
v3_r3|What is the favorite type of music that Li Hua and Yuriko plan to play together?,1,accurate
v3_r2|What song did Li Hua perform at the local music festival in 2026?,1,accurate
v3|What song did Li Hua perform at the local music festival in 2026?,1,accurate
v3_r3|What is the name of the concert that Wolfgang and Li Hua will attend on March 7th?,1,error
v3_r2|What flavor of new bread products did Li Hua really enjoy at the bakery's anniversary event?,1,error
b2_s202|What flavor of new bread products did Li Hua really enjoy at the bakery's anniversary event?,1,accurate
b2_s101|What type of protein shake does Li Hua prefer to drink before his workout sessions?,1,accurate
b2_s202|What is the favorite type of music that Li Hua and Yuriko plan to play together?,1,accurate
vec|What type of dessert did Wolfgang plan to have with Li Hua after their hot pot dinner on a different day?,1,accurate
"b2_s303|What type of air-conditioner did Li Hua select for Adam's living room, and how does its temperature regulation compare to the one in the basement?",1,accurate
vec_s202|What did Jennifer say to Li Hua about their plan for a team swimming competition in December?,1,accurate
b1_s202|What color did Li Hua paint his house before the community garden renovation began?,1,accurate
v3_r3|What are the sales figures for the PS5 exclusive games released in 2026 that Thane discussed with group members?,1,accurate
b1_s303|What is the name of the concert that Wolfgang and Li Hua will attend on March 7th?,1,accurate
b1_s101|What are the reasons behind Jennifer and Li Hua's decision to change their training routine for the following month?,1,error
b2_s202|What type of flowers were planted in the garden based on the residents' suggestions discussed by Turalyon?,1,error
vec|What specific construction projects were discussed at the meeting between Turalyon and the residents regarding noise control?,1,error
b1_s101|What type of cake does Li Hua plan to bring to the meeting with Yuriko to celebrate her studio's homepage redesign?,1,accurate
b1_s101|What type of protein shake does Li Hua prefer to drink before his workout sessions?,1,accurate
b2_s303|What type of flowers were planted in the garden based on the residents' suggestions discussed by Turalyon?,1,error
b2_s303|What is the name of the last song Wolfgang played using the new drum practice app?,1,accurate
vec_s202|What is the exact reason for Li Hua's unexpected work meeting on Thursday?,1,accurate
vec_s303|What is the amount of rent Li Hua owes to Adam Smith for the months of April and May?,1,error
vec_s202|What alternative training sports does Li Hua consider besides the current routine mentioned in his conversation with Jennifer?,1,accurate
b1_s303|What song did Li Hua perform at the local music festival in 2026?,1,accurate
b1_s202|What specific dietary changes did Li Hua implement in his training regimen as a result of Jennifer's advice on endurance and flexibility?,1,accurate
"vec_s303|What type of air-conditioner did Li Hua select for Adam's living room, and how does its temperature regulation compare to the one in the basement?",1,accurate
v3_r2|What are the sales figures for the PS5 exclusive games released in 2026 that Thane discussed with group members?,1,accurate
"b1_s101|What type of air-conditioner did Li Hua select for Adam's living room, and how does its temperature regulation compare to the one in the basement?",1,accurate
"b1_s101|What toppings did Hailey put on the bread for Li Hua's next delivery, and what is the name of the bakery she gets her bread from?",1,error
v3|What is the exact reason for Li Hua's unexpected work meeting on Thursday?,1,accurate
